GENE	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_names
EP300	BP	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	Jun-29	151/18614	1.05E-07	2.12E-05	1.13E-05	1387/2033/3065/4087/4088/7157	6	CREBBP/EP300/HDAC1/SMAD2/SMAD3/TP53
EP300	BP	GO:0002757	immune response-activating signaling pathway	Aug-29	423/18614	1.88E-07	3.38E-05	1.79E-05	11119/1387/2033/2099/2534/2885/5594/6714	8	BTN3A1/CREBBP/EP300/ESR1/FYN/GRB2/MAPK1/SRC
EP300	BP	GO:0002764	immune response-regulating signaling pathway	Aug-29	450/18614	3.01E-07	4.37E-05	2.32E-05	11119/1387/2033/2099/2534/2885/5594/6714	8	BTN3A1/CREBBP/EP300/ESR1/FYN/GRB2/MAPK1/SRC
EP300	BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	Jul-29	302/18614	3.17E-07	4.37E-05	2.32E-05	11119/1387/2033/2534/2885/5594/6714	7	BTN3A1/CREBBP/EP300/FYN/GRB2/MAPK1/SRC
EP300	BP	GO:0048511	rhythmic process	Jul-29	303/18614	3.24E-07	4.37E-05	2.32E-05	1387/1457/2033/2099/3065/6714/7157	7	CREBBP/CSNK2A1/EP300/ESR1/HDAC1/SRC/TP53
EP300	BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	Jul-29	329/18614	5.65E-07	7.02E-05	3.73E-05	11119/1387/2033/2534/2885/5594/6714	7	BTN3A1/CREBBP/EP300/FYN/GRB2/MAPK1/SRC
EP300	BP	GO:0002253	activation of immune response	Aug-29	495/18614	6.20E-07	7.16E-05	3.81E-05	11119/1387/2033/2099/2534/2885/5594/6714	8	BTN3A1/CREBBP/EP300/ESR1/FYN/GRB2/MAPK1/SRC
EP300	BP	GO:0030518	intracellular steroid hormone receptor signaling pathway	May-29	115/18614	8.70E-07	9.37E-05	4.98E-05	367/2033/2099/3065/6714	5	AR/EP300/ESR1/HDAC1/SRC
EP300	BP	GO:0043401	steroid hormone mediated signaling pathway	May-29	135/18614	1.92E-06	1.81E-04	9.62E-05	367/2033/2099/3065/6714	5	AR/EP300/ESR1/HDAC1/SRC
EP300	BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	Jul-29	398/18614	2.01E-06	1.81E-04	9.62E-05	1387/2033/3065/4087/4088/6714/7157	7	CREBBP/EP300/HDAC1/SMAD2/SMAD3/SRC/TP53
EP300	BP	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	Apr-29	72/18614	4.54E-06	3.19E-04	1.70E-04	367/2033/3065/6714	4	AR/EP300/HDAC1/SRC
EP300	BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	Jun-29	301/18614	5.91E-06	3.67E-04	1.95E-04	1387/2033/3065/4087/4088/7157	6	CREBBP/EP300/HDAC1/SMAD2/SMAD3/TP53
EP300	BP	GO:0097193	intrinsic apoptotic signaling pathway	Jun-29	301/18614	5.91E-06	3.67E-04	1.95E-04	1026/1984/2033/3065/6714/7157	6	CDKN1A/EIF5A/EP300/HDAC1/SRC/TP53
EP300	BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	Apr-29	78/18614	6.26E-06	3.74E-04	1.99E-04	1387/2033/2534/6714	4	CREBBP/EP300/FYN/SRC
EP300	BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	Apr-29	83/18614	8.02E-06	4.18E-04	2.22E-04	1026/1984/2033/7157	4	CDKN1A/EIF5A/EP300/TP53
EP300	BP	GO:0031647	regulation of protein stability	Jun-29	322/18614	8.69E-06	4.25E-04	2.26E-04	1387/2033/5594/4088/6714/7157	6	CREBBP/EP300/MAPK1/SMAD3/SRC/TP53
EP300	BP	GO:0071478	cellular response to radiation	May-29	191/18614	1.05E-05	4.97E-04	2.64E-04	1026/1387/2033/2885/7157	5	CDKN1A/CREBBP/EP300/GRB2/TP53
EP300	BP	GO:0009755	hormone-mediated signaling pathway	May-29	192/18614	1.08E-05	4.97E-04	2.64E-04	367/2033/2099/3065/6714	5	AR/EP300/ESR1/HDAC1/SRC
EP300	BP	GO:0034644	cellular response to UV	Apr-29	93/18614	1.26E-05	5.62E-04	2.99E-04	1026/1387/2033/7157	4	CDKN1A/CREBBP/EP300/TP53
EP300	BP	GO:0090287	regulation of cellular response to growth factor stimulus	Jun-29	345/18614	1.29E-05	5.62E-04	2.99E-04	1387/2033/3065/4087/4088/7157	6	CREBBP/EP300/HDAC1/SMAD2/SMAD3/TP53
EP300	BP	GO:0002758	innate immune response-activating signaling pathway	May-29	209/18614	1.62E-05	6.39E-04	3.40E-04	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
EP300	BP	GO:0071383	cellular response to steroid hormone stimulus	May-29	209/18614	1.62E-05	6.39E-04	3.40E-04	367/2033/2099/3065/6714	5	AR/EP300/ESR1/HDAC1/SRC
EP300	BP	GO:0002218	activation of innate immune response	May-29	233/18614	2.74E-05	9.82E-04	5.22E-04	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
EP300	BP	GO:0071482	cellular response to light stimulus	Apr-29	127/18614	4.30E-05	0.001422587	7.56E-04	1026/1387/2033/7157	4	CDKN1A/CREBBP/EP300/TP53
EP300	BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	Mar-29	44/18614	4.31E-05	0.001422587	7.56E-04	1026/2033/7157	3	CDKN1A/EP300/TP53
EP300	BP	GO:0030521	androgen receptor signaling pathway	Mar-29	47/18614	5.26E-05	0.001605213	8.53E-04	367/2033/3065	3	AR/EP300/HDAC1
EP300	BP	GO:0031648	protein destabilization	Mar-29	48/18614	5.61E-05	0.001650943	8.78E-04	1387/2033/6714	3	CREBBP/EP300/SRC
EP300	BP	GO:0001666	response to hypoxia	May-29	293/18614	8.13E-05	0.00221531	0.001177497	1387/2033/4088/6714/7157	5	CREBBP/EP300/SMAD3/SRC/TP53
EP300	BP	GO:0030522	intracellular receptor signaling pathway	May-29	299/18614	8.95E-05	0.002336435	0.001241878	367/2033/2099/3065/6714	5	AR/EP300/ESR1/HDAC1/SRC
EP300	BP	GO:0045089	positive regulation of innate immune response	May-29	300/18614	9.09E-05	0.002336435	0.001241878	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
EP300	BP	GO:0009411	response to UV	Apr-29	154/18614	9.11E-05	0.002336435	0.001241878	1026/1387/2033/7157	4	CDKN1A/CREBBP/EP300/TP53
EP300	BP	GO:0036293	response to decreased oxygen levels	May-29	306/18614	9.98E-05	0.002481349	0.001318903	1387/2033/4088/6714/7157	5	CREBBP/EP300/SMAD3/SRC/TP53
EP300	BP	GO:0002833	positive regulation of response to biotic stimulus	May-29	327/18614	1.36E-04	0.003058239	0.001625536	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
EP300	BP	GO:0072331	signal transduction by p53 class mediator	Apr-29	173/18614	1.43E-04	0.003117301	0.001656929	1026/1984/2033/7157	4	CDKN1A/EIF5A/EP300/TP53
EP300	BP	GO:0001756	somitogenesis	Mar-29	66/18614	1.46E-04	0.003138186	0.00166803	2033/4088/7157	3	EP300/SMAD3/TP53
EP300	BP	GO:0070482	response to oxygen levels	May-29	333/18614	1.48E-04	0.003154276	0.001676583	1387/2033/4088/6714/7157	5	CREBBP/EP300/SMAD3/SRC/TP53
EP300	BP	GO:0048545	response to steroid hormone	May-29	339/18614	1.61E-04	0.003257009	0.001731188	367/2033/2099/3065/6714	5	AR/EP300/ESR1/HDAC1/SRC
EP300	BP	GO:0071214	cellular response to abiotic stimulus	May-29	339/18614	1.61E-04	0.003257009	0.001731188	1026/1387/2033/2885/7157	5	CDKN1A/CREBBP/EP300/GRB2/TP53
EP300	BP	GO:0104004	cellular response to environmental stimulus	May-29	339/18614	1.61E-04	0.003257009	0.001731188	1026/1387/2033/2885/7157	5	CDKN1A/CREBBP/EP300/GRB2/TP53
EP300	BP	GO:0043627	response to estrogen	Mar-29	70/18614	1.74E-04	0.00341922	0.001817407	367/2033/2099	3	AR/EP300/ESR1
EP300	BP	GO:0051098	regulation of binding	May-29	369/18614	2.39E-04	0.004206819	0.002236037	1026/2033/4087/4088/6714	5	CDKN1A/EP300/SMAD2/SMAD3/SRC
EP300	BP	GO:0045088	regulation of innate immune response	May-29	373/18614	2.51E-04	0.004314593	0.002293322	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
EP300	BP	GO:0009952	anterior/posterior pattern specification	Apr-29	209/18614	2.94E-04	0.004803929	0.002553417	2033/4087/4088/7157	4	EP300/SMAD2/SMAD3/TP53
EP300	BP	GO:0006474	N-terminal protein amino acid acetylation	Feb-29	17/18614	3.14E-04	0.004863024	0.002584828	1387/2033	2	CREBBP/EP300
EP300	BP	GO:1900034	regulation of cellular response to heat	Feb-29	17/18614	3.14E-04	0.004863024	0.002584828	1387/2033	2	CREBBP/EP300
EP300	BP	GO:0061053	somite development	Mar-29	86/18614	3.19E-04	0.004863024	0.002584828	2033/4088/7157	3	EP300/SMAD3/TP53
EP300	BP	GO:0043254	regulation of protein-containing complex assembly	May-29	409/18614	3.84E-04	0.005539882	0.002944596	2033/2099/2885/6714/7157	5	EP300/ESR1/GRB2/SRC/TP53
EP300	BP	GO:0006140	regulation of nucleotide metabolic process	Mar-29	94/18614	4.14E-04	0.005722622	0.003041727	978/2033/7157	3	CDA/EP300/TP53
EP300	BP	GO:0003002	regionalization	May-29	422/18614	4.43E-04	0.005919313	0.003146274	367/2033/4087/4088/7157	5	AR/EP300/SMAD2/SMAD3/TP53
EP300	BP	GO:0035282	segmentation	Mar-29	100/18614	4.97E-04	0.006370133	0.003385897	2033/4088/7157	3	EP300/SMAD3/TP53
EP300	BP	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	Mar-29	103/18614	5.42E-04	0.006631889	0.003525027	1026/2033/7157	3	CDKN1A/EP300/TP53
EP300	BP	GO:0010906	regulation of glucose metabolic process	Mar-29	103/18614	5.42E-04	0.006631889	0.003525027	2033/6714/7157	3	EP300/SRC/TP53
EP300	BP	GO:0031349	positive regulation of defense response	May-29	441/18614	5.42E-04	0.006631889	0.003525027	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
EP300	BP	GO:1901796	regulation of signal transduction by p53 class mediator	Mar-29	106/18614	5.89E-04	0.007049017	0.003746742	1984/2033/7157	3	EIF5A/EP300/TP53
EP300	BP	GO:0062014	negative regulation of small molecule metabolic process	Mar-29	107/18614	6.05E-04	0.007094243	0.003770781	978/2033/7157	3	CDA/EP300/TP53
EP300	BP	GO:0009314	response to radiation	May-29	452/18614	6.06E-04	0.007094243	0.003770781	1026/1387/2033/2885/7157	5	CDKN1A/CREBBP/EP300/GRB2/TP53
EP300	BP	GO:0002831	regulation of response to biotic stimulus	May-29	463/18614	6.75E-04	0.00779709	0.004144362	1387/2033/2099/2534/6714	5	CREBBP/EP300/ESR1/FYN/SRC
EP300	BP	GO:0007389	pattern specification process	May-29	467/18614	7.02E-04	0.007936074	0.004218236	367/2033/4087/4088/7157	5	AR/EP300/SMAD2/SMAD3/TP53
EP300	BP	GO:0006476	protein deacetylation	Mar-29	116/18614	7.66E-04	0.008303657	0.004413616	2033/3065/7157	3	EP300/HDAC1/TP53
EP300	BP	GO:0051091	positive regulation of DNA-binding transcription factor activity	Apr-29	271/18614	7.83E-04	0.008440626	0.004486419	367/2033/2099/4088	4	AR/EP300/ESR1/SMAD3
EP300	BP	GO:0045815	transcription initiation-coupled chromatin remodeling	Feb-29	27/18614	8.03E-04	0.008537085	0.00453769	2033/7157	2	EP300/TP53
EP300	BP	GO:0007611	learning or memory	Apr-29	276/18614	8.39E-04	0.00885882	0.004708701	2033/2534/5594/6714	4	EP300/FYN/MAPK1/SRC
EP300	BP	GO:0060765	regulation of androgen receptor signaling pathway	Feb-29	28/18614	8.64E-04	0.0089494	0.004756846	2033/3065	2	EP300/HDAC1
EP300	BP	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	Mar-29	122/18614	8.86E-04	0.009064455	0.004818001	1387/2033/4087	3	CREBBP/EP300/SMAD2
EP300	BP	GO:0031365	N-terminal protein amino acid modification	Feb-29	30/18614	9.92E-04	0.009519221	0.005059721	1387/2033	2	CREBBP/EP300
EP300	BP	GO:0035601	protein deacylation	Mar-29	127/18614	9.96E-04	0.009519221	0.005059721	2033/3065/7157	3	EP300/HDAC1/TP53
EP300	BP	GO:0044262	cellular carbohydrate metabolic process	Apr-29	290/18614	0.00100811	0.009526934	0.005063821	2033/9821/6714/7157	4	EP300/RB1CC1/SRC/TP53
EP300	BP	GO:0098732	macromolecule deacylation	Mar-29	131/18614	0.00108881	0.01011217	0.00537489	2033/3065/7157	3	EP300/HDAC1/TP53
EP300	BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	Feb-29	34/18614	0.001274773	0.011135312	0.005918717	1387/2033	2	CREBBP/EP300
EP300	BP	GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	Feb-29	34/18614	0.001274773	0.011135312	0.005918717	1387/2033	2	CREBBP/EP300
EP300	BP	GO:0050890	cognition	Apr-29	317/18614	0.001400637	0.011856515	0.006302056	2033/2534/5594/6714	4	EP300/FYN/MAPK1/SRC
EP300	BP	GO:0035264	multicellular organism growth	Mar-29	145/18614	0.001458362	0.012274545	0.00652425	367/2033/7157	3	AR/EP300/TP53
EP300	BP	GO:0009416	response to light stimulus	Apr-29	323/18614	0.001500559	0.0124354	0.006609749	1026/1387/2033/7157	4	CDKN1A/CREBBP/EP300/TP53
EP300	BP	GO:0062012	regulation of small molecule metabolic process	Apr-29	331/18614	0.001641417	0.013354479	0.007098264	978/2033/6714/7157	4	CDA/EP300/SRC/TP53
EP300	BP	GO:0051604	protein maturation	Apr-29	332/18614	0.00165965	0.013354479	0.007098264	552900/1387/2033/6714	4	BOLA2/CREBBP/EP300/SRC
EP300	BP	GO:0010675	regulation of cellular carbohydrate metabolic process	Mar-29	152/18614	0.00166931	0.013354479	0.007098264	2033/6714/7157	3	EP300/SRC/TP53
EP300	BP	GO:0098751	bone cell development	Feb-29	41/18614	0.001850762	0.0143102	0.007606255	2033/6714	2	EP300/SRC
EP300	BP	GO:0016052	carbohydrate catabolic process	Mar-29	162/18614	0.002002413	0.015263674	0.008113053	2033/9821/7157	3	EP300/RB1CC1/TP53
EP300	BP	GO:0006109	regulation of carbohydrate metabolic process	Mar-29	183/18614	0.00282996	0.019270953	0.010243029	2033/6714/7157	3	EP300/SRC/TP53
EP300	BP	GO:0019083	viral transcription	Feb-29	51/18614	0.002850098	0.019270953	0.010243029	2033/3065	2	EP300/HDAC1
EP300	BP	GO:0045912	negative regulation of carbohydrate metabolic process	Feb-29	51/18614	0.002850098	0.019270953	0.010243029	2033/7157	2	EP300/TP53
EP300	BP	GO:0060324	face development	Feb-29	52/18614	0.002961246	0.019543326	0.010387802	2033/5594	2	EP300/MAPK1
EP300	BP	GO:0030324	lung development	Mar-29	186/18614	0.002962942	0.019543326	0.010387802	2033/5594/4087	3	EP300/MAPK1/SMAD2
EP300	BP	GO:0006006	glucose metabolic process	Mar-29	187/18614	0.003008113	0.019680611	0.010460773	2033/6714/7157	3	EP300/SRC/TP53
EP300	BP	GO:0040029	epigenetic regulation of gene expression	Mar-29	188/18614	0.003053708	0.019872984	0.010563024	2033/3065/7157	3	EP300/HDAC1/TP53
EP300	BP	GO:0030323	respiratory tube development	Mar-29	190/18614	0.003146174	0.020255847	0.010766526	2033/5594/4087	3	EP300/MAPK1/SMAD2
EP300	BP	GO:0006338	chromatin remodeling	Apr-29	402/18614	0.003319658	0.021203821	0.0112704	2033/2099/3065/7157	4	EP300/ESR1/HDAC1/TP53
EP300	BP	GO:0043470	regulation of carbohydrate catabolic process	Feb-29	57/18614	0.003547086	0.022131628	0.011763554	2033/7157	2	EP300/TP53
EP300	BP	GO:0090311	regulation of protein deacetylation	Feb-29	58/18614	0.003670231	0.022489469	0.011953756	2033/7157	2	EP300/TP53
EP300	BP	GO:0043393	regulation of protein binding	Mar-29	201/18614	0.003685608	0.022489469	0.011953756	1026/2033/6714	3	CDKN1A/EP300/SRC
EP300	BP	GO:0007623	circadian rhythm	Mar-29	207/18614	0.004002267	0.024012739	0.012763415	2033/3065/7157	3	EP300/HDAC1/TP53
EP300	BP	GO:0060541	respiratory system development	Mar-29	211/18614	0.004222335	0.024632828	0.013093009	2033/5594/4087	3	EP300/MAPK1/SMAD2
EP300	BP	GO:0050821	protein stabilization	Mar-29	213/18614	0.004335086	0.0249306	0.013251283	2033/4088/7157	3	EP300/SMAD3/TP53
EP300	BP	GO:0034605	cellular response to heat	Feb-29	67/18614	0.004866828	0.027213818	0.014464874	1387/2033	2	CREBBP/EP300
EP300	BP	GO:0019318	hexose metabolic process	Mar-29	228/18614	0.005239432	0.028508155	0.015152849	2033/6714/7157	3	EP300/SRC/TP53
EP300	BP	GO:0051090	regulation of DNA-binding transcription factor activity	Apr-29	465/18614	0.005565604	0.029569806	0.015717146	367/2033/2099/4088	4	AR/EP300/ESR1/SMAD3
EP300	BP	GO:0060348	bone development	Mar-29	235/18614	0.00569757	0.029893744	0.015889327	2033/6714/7157	3	EP300/SRC/TP53
EP300	BP	GO:0016570	histone modification	Apr-29	475/18614	0.005996982	0.031161166	0.016562996	1387/2033/3065/7157	4	CREBBP/EP300/HDAC1/TP53
EP300	BP	GO:0005996	monosaccharide metabolic process	Mar-29	256/18614	0.007213953	0.035008252	0.018607825	2033/6714/7157	3	EP300/SRC/TP53
EP300	BP	GO:0051851	modulation by host of symbiont process	Feb-29	83/18614	0.007376253	0.035266347	0.01874501	2033/3065	2	EP300/HDAC1
EP300	BP	GO:0061515	myeloid cell development	Feb-29	84/18614	0.007548903	0.035879491	0.019070913	2033/6714	2	EP300/SRC
EP300	BP	GO:0042113	B cell activation	Mar-29	276/18614	0.00886175	0.040568238	0.021563107	1026/2033/7157	3	CDKN1A/EP300/TP53
EP300	BP	GO:1900542	regulation of purine nucleotide metabolic process	Feb-29	93/18614	0.009184217	0.041341769	0.02197426	2033/7157	2	EP300/TP53
EP300	BP	GO:0019080	viral gene expression	Feb-29	100/18614	0.010555722	0.045246808	0.024049893	2033/3065	2	EP300/HDAC1
EP300	MF	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	Sep-32	348/18369	5.42E-09	9.45E-07	4.03E-07	367/1387/2033/2099/3065/4087/4088/6714/7157	9	AR/CREBBP/EP300/ESR1/HDAC1/SMAD2/SMAD3/SRC/TP53
EP300	MF	GO:0001223	transcription coactivator binding	May-32	43/18369	1.06E-08	9.45E-07	4.03E-07	367/1387/2033/2099/4088	5	AR/CREBBP/EP300/ESR1/SMAD3
EP300	MF	GO:0001221	transcription coregulator binding	Jun-32	111/18369	3.39E-08	2.01E-06	8.56E-07	367/1387/2033/2099/3065/4088	6	AR/CREBBP/EP300/ESR1/HDAC1/SMAD3
EP300	MF	GO:0140297	DNA-binding transcription factor binding	Sep-32	478/18369	8.36E-08	3.72E-06	1.58E-06	367/1387/2033/2099/3065/4087/4088/6714/7157	9	AR/CREBBP/EP300/ESR1/HDAC1/SMAD2/SMAD3/SRC/TP53
EP300	MF	GO:0002039	p53 binding	Apr-32	67/18369	5.38E-06	1.92E-04	8.16E-05	1387/2033/3065/7157	4	CREBBP/EP300/HDAC1/TP53
EP300	MF	GO:0008013	beta-catenin binding	Apr-32	88/18369	1.60E-05	3.37E-04	1.43E-04	367/2033/2099/4088	4	AR/EP300/ESR1/SMAD3
EP300	MF	GO:0031490	chromatin DNA binding	Apr-32	118/18369	5.06E-05	8.19E-04	3.49E-04	1387/2033/3065/4088	4	CREBBP/EP300/HDAC1/SMAD3
EP300	MF	GO:0048156	tau protein binding	Mar-32	43/18369	5.65E-05	8.38E-04	3.57E-04	2033/2534/4087	3	EP300/FYN/SMAD2
EP300	MF	GO:0016922	nuclear receptor binding	Apr-32	138/18369	9.31E-05	0.001275187	5.43E-04	2033/2099/4088/6714	4	EP300/ESR1/SMAD3/SRC
EP300	MF	GO:0016410	N-acyltransferase activity	Mar-32	93/18369	5.60E-04	0.004335707	0.001846073	79603/1387/2033	3	CERS4/CREBBP/EP300
EP300	MF	GO:0051059	NF-kappaB binding	Feb-32	31/18369	0.001324689	0.007145292	0.003042348	2033/3065	2	EP300/HDAC1
EP300	MF	GO:0004402	histone acetyltransferase activity	Feb-32	43/18369	0.002539157	0.010272045	0.004373668	1387/2033	2	CREBBP/EP300
EP300	MF	GO:0061733	peptide-lysine-N-acetyltransferase activity	Feb-32	46/18369	0.002900871	0.010757398	0.004580323	1387/2033	2	CREBBP/EP300
EP300	MF	GO:0034212	peptide N-acetyltransferase activity	Feb-32	51/18369	0.003554209	0.012404887	0.005281797	1387/2033	2	CREBBP/EP300
EP300	MF	GO:0008080	N-acetyltransferase activity	Feb-32	67/18369	0.006057486	0.019967267	0.008501734	1387/2033	2	CREBBP/EP300
EP300	MF	GO:0003684	damaged DNA binding	Feb-32	71/18369	0.00677875	0.0219385	0.009341053	1387/2033	2	CREBBP/EP300
EP300	MF	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	Mar-32	226/18369	0.007007449	0.022273676	0.009483765	79603/1387/2033	3	CERS4/CREBBP/EP300
EP300	MF	GO:0016746	acyltransferase activity	Mar-32	253/18369	0.009537861	0.029271365	0.012463266	79603/1387/2033	3	CERS4/CREBBP/EP300
EP300	MF	GO:0016407	acetyltransferase activity	Feb-32	94/18369	0.011630709	0.034504438	0.014691422	1387/2033	2	CREBBP/EP300
EP300	NA	hsa04110	Cell cycle	Sep-22	158/8848	5.99E-11	1.00E-08	3.72E-09	246184/1026/1387/2033/3065/4087/4088/7157/7532	9	CDC26/CDKN1A/CREBBP/EP300/HDAC1/SMAD2/SMAD3/TP53/YWHAG
EP300	NA	hsa05203	Viral carcinogenesis	Sep-22	205/8848	6.19E-10	5.17E-08	1.92E-08	1026/1387/2033/2885/3065/5594/6714/7157/7532	9	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/SRC/TP53/YWHAG
EP300	NA	hsa04520	Adherens junction	Jul-22	93/8848	1.69E-09	9.42E-08	3.50E-08	1387/1457/2033/2534/5594/4088/6714	7	CREBBP/CSNK2A1/EP300/FYN/MAPK1/SMAD3/SRC
EP300	NA	hsa05215	Prostate cancer	Jul-22	98/8848	2.45E-09	9.58E-08	3.56E-08	367/1026/1387/2033/2885/5594/7157	7	AR/CDKN1A/CREBBP/EP300/GRB2/MAPK1/TP53
EP300	NA	hsa05161	Hepatitis B	Aug-22	163/8848	2.87E-09	9.58E-08	3.56E-08	1026/1387/2033/2885/5594/4088/6714/7157	8	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3/SRC/TP53
EP300	NA	hsa04919	Thyroid hormone signaling pathway	Jul-22	122/8848	1.15E-08	3.19E-07	1.19E-07	1387/2033/2099/3065/5594/6714/7157	7	CREBBP/EP300/ESR1/HDAC1/MAPK1/SRC/TP53
EP300	NA	hsa05166	Human T-cell leukemia virus 1 infection	Aug-22	223/8848	3.39E-08	7.07E-07	2.63E-07	246184/1026/1387/2033/5594/4087/4088/7157	8	CDC26/CDKN1A/CREBBP/EP300/MAPK1/SMAD2/SMAD3/TP53
EP300	NA	hsa04350	TGF-beta signaling pathway	Jun-22	108/8848	1.83E-07	2.78E-06	1.03E-06	1387/2033/3065/5594/4087/4088	6	CREBBP/EP300/HDAC1/MAPK1/SMAD2/SMAD3
EP300	NA	hsa04068	FoxO signaling pathway	Jun-22	133/8848	6.31E-07	7.59E-06	2.82E-06	1026/1387/2033/2885/5594/4088	6	CDKN1A/CREBBP/EP300/GRB2/MAPK1/SMAD3
EP300	NA	hsa05211	Renal cell carcinoma	May-22	70/8848	6.36E-07	7.59E-06	2.82E-06	1026/1387/2033/2885/5594	5	CDKN1A/CREBBP/EP300/GRB2/MAPK1
EP300	NA	hsa05167	Kaposi sarcoma-associated herpesvirus infection	Jun-22	196/8848	6.08E-06	5.34E-05	1.99E-05	1026/1387/2033/5594/6714/7157	6	CDKN1A/CREBBP/EP300/MAPK1/SRC/TP53
EP300	NA	hsa05206	MicroRNAs in cancer	Jul-22	312/8848	6.85E-06	5.72E-05	2.13E-05	1026/1387/2033/2885/3065/5594/7157	7	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/TP53
EP300	NA	hsa05165	Human papillomavirus infection	Jul-22	333/8848	1.05E-05	8.36E-05	3.11E-05	1026/1387/2033/2885/3065/5594/7157	7	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/TP53
EP300	NA	hsa04310	Wnt signaling pathway	May-22	174/8848	5.57E-05	3.10E-04	1.15E-04	1387/1457/2033/4088/7157	5	CREBBP/CSNK2A1/EP300/SMAD3/TP53
EP300	NA	hsa05016	Huntington disease	Jun-22	311/8848	8.32E-05	4.48E-04	1.67E-04	1387/2033/3065/4700/9821/7157	6	CREBBP/EP300/HDAC1/NDUFA6/RB1CC1/TP53
EP300	NA	hsa04066	HIF-1 signaling pathway	Apr-22	109/8848	1.34E-04	6.80E-04	2.53E-04	1026/1387/2033/5594	4	CDKN1A/CREBBP/EP300/MAPK1
EP300	NA	hsa04935	Growth hormone synthesis, secretion and action	Apr-22	122/8848	2.08E-04	9.37E-04	3.49E-04	1387/2033/2885/5594	4	CREBBP/EP300/GRB2/MAPK1
EP300	NA	hsa04330	Notch signaling pathway	Mar-22	62/8848	4.59E-04	0.001824653	6.79E-04	1387/2033/3065	3	CREBBP/EP300/HDAC1
EP300	NA	hsa04720	Long-term potentiation	Mar-22	67/8848	5.77E-04	0.002239357	8.33E-04	1387/2033/5594	3	CREBBP/EP300/MAPK1
EP300	NA	hsa04630	JAK-STAT signaling pathway	Apr-22	168/8848	7.02E-04	0.002605905	9.69E-04	1026/1387/2033/2885	4	CDKN1A/CREBBP/EP300/GRB2
EP300	NA	hsa05152	Tuberculosis	Apr-22	180/8848	9.10E-04	0.003164503	0.00117684	1387/2033/5594/6714	4	CREBBP/EP300/MAPK1/SRC
EP300	NA	hsa03083	Polycomb repressive complex	Mar-22	83/8848	0.001077785	0.0035998	0.001338722	1387/2033/3065	3	CREBBP/EP300/HDAC1
EP300	NA	hsa04916	Melanogenesis	Mar-22	101/8848	0.001899021	0.005663152	0.002106057	1387/2033/5594	3	CREBBP/EP300/MAPK1
EP300	NA	hsa05164	Influenza A	Mar-22	172/8848	0.008471789	0.020211268	0.007516324	1387/2033/5594	3	CREBBP/EP300/MAPK1
EP300	NA	hsa03250	Viral life cycle - HIV-1	Feb-22	64/8848	0.010839453	0.024135849	0.008975828	1387/2033	2	CREBBP/EP300
EP300	NA	hsa04024	cAMP signaling pathway	Mar-22	226/8848	0.017697314	0.033584675	0.012489731	1387/2033/5594	3	CREBBP/EP300/MAPK1
EP300	NA	hsa04922	Glucagon signaling pathway	Feb-22	107/8848	0.028593175	0.048725104	0.018120272	1387/2033	2	CREBBP/EP300
EP300	NA	hsa04110	Cell cycle	Sep-22	158/8848	5.99E-11	1.00E-08	3.72E-09	246184/1026/1387/2033/3065/4087/4088/7157/7532	9	CDC26/CDKN1A/CREBBP/EP300/HDAC1/SMAD2/SMAD3/TP53/YWHAG
EP300	NA	hsa05203	Viral carcinogenesis	Sep-22	205/8848	6.19E-10	5.17E-08	1.92E-08	1026/1387/2033/2885/3065/5594/6714/7157/7532	9	CDKN1A/CREBBP/EP300/GRB2/HDAC1/MAPK1/SRC/TP53/YWHAG
