gene_id	gene_name	gene_type	K	Kin	Kout	TypeI	TypeII	Weight	CT_Score	CT_Score_norm	beta_y	p_value	fdr	MR_Score	Gene_Effect	MR_Score_norm
ENSG00000103495	MAZ	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103496	STX4	protein_coding	14	6	8	0	1	2	28	0.046822742	NA	NA	NA	0	NA	NA
ENSG00000103510	KAT8	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	9.581751928	0.035	0.37229	0	Risk	0
ENSG00000103522	IL21R	protein_coding	2	0	2	2	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000103528	SYT17	protein_coding	5	1	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103549	RNF40	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103550	KNOP1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	16.04168907	0.117	0.51965	0	Risk	0
ENSG00000103599	IQCH	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	3.572117288	0.517	0.85624	0	Risk	0
ENSG00000103647	CORO2B	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103653	CSK	protein_coding	35	25	10	0	1	2	70	0.117056856	NA	NA	NA	0	NA	NA
ENSG00000103657	HERC1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103671	TRIP4	protein_coding	16	14	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103710	RASL12	protein_coding	8	3	5	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103723	AP3B2	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000103769	RAB11A	protein_coding	13	9	4	0	1	2	26	0.043478261	NA	NA	NA	0	NA	NA
ENSG00000103811	CTSH	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	1.891750177	0.909	0.98766	0	Risk	0
ENSG00000103852	TTC23	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-4.575055459	0.459	0.835	0	Preventive	0
ENSG00000103932	RPAP1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	12.76698043	0.179	0.60605	0	Risk	0
ENSG00000103942	HOMER2	protein_coding	4	3	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104064	GABPB1	protein_coding	19	12	7	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104131	EIF3J	protein_coding	11	5	6	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104142	VPS18	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104205	SGK3	protein_coding	4	1	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104221	BRF2	protein_coding	3	2	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104267	CA2	protein_coding	7	3	4	0	1	2	14	0.023411371	NA	NA	NA	0	NA	NA
ENSG00000104290	FZD3	protein_coding	2	0	2	2	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000104312	RIPK2	protein_coding	19	13	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104313	EYA1	protein_coding	10	6	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104320	NBN	protein_coding	11	8	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104332	SFRP1	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104343	UBE2W	protein_coding	4	1	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104365	IKBKB	protein_coding	59	34	25	0	1	2	118	0.197324415	NA	NA	NA	0	NA	NA
ENSG00000104368	PLAT	protein_coding	20	16	4	0	1	2	40	0.066889632	NA	NA	NA	0	NA	NA
ENSG00000104375	STK3	protein_coding	6	2	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104388	RAB2A	protein_coding	9	7	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104408	EIF3E	protein_coding	16	6	10	0	1	2	32	0.053511706	NA	NA	NA	0	NA	NA
ENSG00000104419	NDRG1	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104435	STMN2	protein_coding	13	5	8	0	1	2	26	0.043478261	NA	NA	NA	0	NA	NA
ENSG00000104447	TRPS1	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104490	NCALD	protein_coding	9	8	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104497	SNX16	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-6.014059947	0.647	0.90599	0	Preventive	0
ENSG00000104517	UBR5	protein_coding	9	1	8	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104518	GSDMD	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	23.08017396	0.141	0.55145	0	Risk	0
ENSG00000104537	ANXA13	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104611	SH2D4A	protein_coding	4	3	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104689	TNFRSF10A	protein_coding	15	2	13	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104695	PPP2CB	protein_coding	14	12	2	0	1	2	28	0.046822742	NA	NA	NA	0	NA	NA
ENSG00000104722	NEFM	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104738	MCM4	protein_coding	6	2	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104763	ASAH1	protein_coding	3	1	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104765	BNIP3L	protein_coding	13	1	12	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104774	MAN2B1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104804	TULP2	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104805	NUCB1	protein_coding	9	4	5	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104812	GYS1	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104826	LHB	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104852	SNRNP70	protein_coding	27	12	15	0	1	2	54	0.090301003	NA	NA	NA	0	NA	NA
ENSG00000104856	RELB	protein_coding	14	12	2	0	1	2	28	0.046822742	NA	NA	NA	0	NA	NA
ENSG00000104863	LIN7B	protein_coding	9	6	3	0	1	2	18	0.030100334	NA	NA	NA	0	NA	NA
ENSG00000104870	FCGRT	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104872	PIH1D1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104879	CKM	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104880	ARHGEF18	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104881	PPP1R13L	protein_coding	4	4	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104884	ERCC2	protein_coding	10	8	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104886	PLEKHJ1	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104892	KLC3	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104897	SF3A2	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104899	AMH	protein_coding	3	2	1	2	1	0	0	0	51.28668826	0.324	0.74831	0	Risk	0
ENSG00000104903	LYL1	protein_coding	5	4	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104907	TRMT1	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104921	FCER2	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104936	DMPK	protein_coding	13	7	6	0	1	2	26	0.043478261	NA	NA	NA	0	NA	NA
ENSG00000104938	CLEC4M	protein_coding	1	0	1	2	0	1	1	0.001672241	NA	NA	NA	0	NA	NA
ENSG00000104946	TBC1D17	protein_coding	10	8	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104960	PTOV1	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000104969	SGTA	protein_coding	18	6	12	0	1	2	36	0.060200669	NA	NA	NA	0	NA	NA
ENSG00000104973	MED25	protein_coding	7	3	4	0	1	2	14	0.023411371	NA	NA	NA	0	NA	NA
ENSG00000104976	SNAPC2	protein_coding	2	2	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105048	TNNT1	protein_coding	51	22	29	0	1	2	102	0.170568562	NA	NA	NA	0	NA	NA
ENSG00000105053	VRK3	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105072	C19orf44	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-49.85978688	0.191	0.62543	0	Preventive	0
ENSG00000105085	MED26	protein_coding	5	5	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105088	OLFM2	protein_coding	7	1	6	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105127	AKAP8	protein_coding	22	12	10	0	1	2	44	0.073578595	NA	NA	NA	0	NA	NA
ENSG00000105136	ZNF419	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-15.62815878	0.096	0.47576	0	Preventive	0
ENSG00000105141	CASP14	protein_coding	5	3	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105143	SLC1A6	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105173	CCNE1	protein_coding	25	10	15	0	1	2	50	0.08361204	NA	NA	NA	0	NA	NA
ENSG00000105185	PDCD5	protein_coding	8	4	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105197	TIMM50	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105198	LGALS13	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105221	AKT2	protein_coding	19	3	16	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105223	PLD3	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105229	PIAS4	protein_coding	60	41	19	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105245	NUMBL	protein_coding	6	2	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105246	EBI3	protein_coding	6	3	3	0	1	2	12	0.02006689	NA	NA	NA	0	NA	NA
ENSG00000105254	TBCB	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105255	FSD1	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105287	PRKD2	protein_coding	22	13	9	0	1	2	44	0.073578595	NA	NA	NA	0	NA	NA
ENSG00000105289	TJP3	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105290	APLP1	protein_coding	42	29	13	0	1	2	84	0.140468227	NA	NA	NA	0	NA	NA
ENSG00000105323	HNRNPUL1	protein_coding	8	5	3	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000105325	FZR1	protein_coding	7	2	5	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105329	TGFB1	protein_coding	26	9	17	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105364	MRPL4	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105369	CD79A	protein_coding	11	5	6	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105371	ICAM4	protein_coding	5	3	2	0	1	2	10	0.016722408	NA	NA	NA	0	NA	NA
ENSG00000105372	RPS19	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105376	ICAM5	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105388	CEACAM5	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105392	CRX	protein_coding	12	8	4	0	1	2	24	0.040133779	NA	NA	NA	0	NA	NA
ENSG00000105397	TYK2	protein_coding	31	12	19	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105401	CDC37	protein_coding	50	35	15	0	1	2	100	0.16722408	NA	NA	NA	0	NA	NA
ENSG00000105402	NAPA	protein_coding	13	4	9	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105404	RABAC1	protein_coding	32	16	16	0	1	2	64	0.107023411	NA	NA	NA	0	NA	NA
ENSG00000105419	MEIS3	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105426	PTPRS	protein_coding	26	6	20	0	1	2	52	0.086956522	NA	NA	NA	0	NA	NA
ENSG00000105429	MEGF8	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105438	KDELR1	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105443	CYTH2	protein_coding	14	5	9	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105464	GRIN2D	protein_coding	30	16	14	0	1	2	60	0.100334448	NA	NA	NA	0	NA	NA
ENSG00000105479	CCDC114	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	3.848198828	0.713	0.92375	0	Risk	0
ENSG00000105483	CARD8	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105486	LIG1	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105499	PLA2G4C	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	8.624305805	0.524	0.85624	0	Risk	0
ENSG00000105514	RAB3D	protein_coding	4	3	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105516	DBP	protein_coding	4	3	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105538	RASIP1	protein_coding	4	1	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105549	THEG	protein_coding	2	1	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105559	PLEKHA4	protein_coding	4	1	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105568	PPP2R1A	protein_coding	24	11	13	0	1	2	48	0.080267559	NA	NA	NA	0	NA	NA
ENSG00000105576	TNPO2	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105610	KLF1	protein_coding	8	6	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105613	MAST1	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105639	JAK3	protein_coding	31	10	21	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105640	RPL18A	protein_coding	8	3	5	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000105647	PIK3R2	protein_coding	50	33	17	0	1	2	100	0.16722408	NA	NA	NA	0	NA	NA
ENSG00000105649	RAB3A	protein_coding	10	6	4	0	1	2	20	0.033444816	NA	NA	NA	0	NA	NA
ENSG00000105656	ELL	protein_coding	5	1	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105669	COPE	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105677	TMEM147	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105695	MAG	protein_coding	10	2	8	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105698	USF2	protein_coding	10	7	3	0	1	2	20	0.033444816	NA	NA	NA	0	NA	NA
ENSG00000105699	LSR	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105701	FKBP8	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105722	ERF	protein_coding	6	5	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105723	GSK3A	protein_coding	18	13	5	0	1	2	36	0.060200669	NA	NA	NA	0	NA	NA
ENSG00000105737	GRIK5	protein_coding	7	5	2	0	1	2	14	0.023411371	NA	NA	NA	0	NA	NA
ENSG00000105755	ETHE1	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105810	CDK6	protein_coding	18	5	13	0	1	2	36	0.060200669	NA	NA	NA	0	NA	NA
ENSG00000105825	TFPI2	protein_coding	6	4	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105851	PIK3CG	protein_coding	20	11	9	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105855	ITGB8	protein_coding	3	0	3	2	0	1	3	0.005016722	NA	NA	NA	0	NA	NA
ENSG00000105866	SP4	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105875	WDR91	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105880	DLX5	protein_coding	10	6	4	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105894	PTN	protein_coding	83	21	62	0	1	2	166	0.277591973	NA	NA	NA	0	NA	NA
ENSG00000105953	OGDH	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105963	ADAP1	protein_coding	16	11	5	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105967	TFEC	protein_coding	2	2	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105971	CAV2	protein_coding	9	1	8	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105974	CAV1	protein_coding	80	35	45	0	1	2	160	0.267558528	NA	NA	NA	0	NA	NA
ENSG00000105976	MET	protein_coding	35	6	29	0	1	2	70	0.117056856	NA	NA	NA	0	NA	NA
ENSG00000105989	WNT2	protein_coding	4	2	2	0	1	2	8	0.013377926	NA	NA	NA	0	NA	NA
ENSG00000105991	HOXA1	protein_coding	12	10	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105993	DNAJB6	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105996	HOXA2	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000105997	HOXA3	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106003	LFNG	protein_coding	2	1	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106004	HOXA5	protein_coding	7	4	3	0	1	2	14	0.023411371	NA	NA	NA	0	NA	NA
ENSG00000106013	ANKRD7	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	3.349301944	0.627	0.89868	0	Risk	0
ENSG00000106018	VIPR2	protein_coding	2	0	2	1	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000106031	HOXA13	protein_coding	6	3	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106052	TAX1BP1	protein_coding	8	4	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106069	CHN2	protein_coding	4	3	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106070	GRB10	protein_coding	24	11	13	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106089	STX1A	protein_coding	29	15	14	0	1	2	58	0.096989967	NA	NA	NA	0	NA	NA
ENSG00000106100	NOD1	protein_coding	3	2	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106113	CRHR2	protein_coding	4	0	4	2	0	1	4	0.006688963	NA	NA	NA	0	NA	NA
ENSG00000106128	GHRHR	protein_coding	2	0	2	2	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000106144	CASP2	protein_coding	23	3	20	0	1	2	46	0.076923077	NA	NA	NA	0	NA	NA
ENSG00000106211	HSPB1	protein_coding	19	7	12	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106261	ZKSCAN1	protein_coding	1	1	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106263	EIF3B	protein_coding	4	1	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106278	PTPRZ1	protein_coding	8	1	7	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106290	TAF6	protein_coding	17	8	9	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106299	WASL	protein_coding	19	7	12	0	1	2	38	0.063545151	NA	NA	NA	0	NA	NA
ENSG00000106327	TFR2	protein_coding	2	0	2	2	0	1	2	0.003344482	NA	NA	NA	0	NA	NA
ENSG00000106333	PCOLCE	protein_coding	3	2	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106355	LSM5	protein_coding	12	7	5	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106366	SERPINE1	protein_coding	15	4	11	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106367	AP1S1	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106392	C1GALT1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-5.26702357	0.646	0.90599	0	Preventive	0
ENSG00000106397	PLOD3	protein_coding	5	3	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106404	CLDN15	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-3.111445734	0.341	0.76234	0	Preventive	0
ENSG00000106459	NRF1	protein_coding	7	4	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106462	EZH2	protein_coding	40	30	10	0	1	2	80	0.133779264	NA	NA	NA	0	NA	NA
ENSG00000106484	MEST	protein_coding	12	7	5	0	1	2	24	0.040133779	NA	NA	NA	0	NA	NA
ENSG00000106511	MEOX2	protein_coding	10	7	3	0	1	2	20	0.033444816	NA	NA	NA	0	NA	NA
ENSG00000106541	AGR2	protein_coding	6	2	4	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106546	AHR	protein_coding	34	20	14	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106554	CHCHD3	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106565	TMEM176B	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-4.407129136	0.098	0.47576	0	Preventive	0
ENSG00000106571	GLI3	protein_coding	14	9	5	0	1	2	28	0.046822742	NA	NA	NA	0	NA	NA
ENSG00000106603	COA1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-7.409380146	0.26	0.6903	0	Preventive	0
ENSG00000106615	RHEB	protein_coding	4	2	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106628	POLD2	protein_coding	8	3	5	2	1	0	0	0	8.488048326	0.067	0.43707	0	Risk	0
ENSG00000106683	LIMK1	protein_coding	14	11	3	0	1	2	28	0.046822742	NA	NA	NA	0	NA	NA
ENSG00000106689	LHX2	protein_coding	3	3	0	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106733	NMRK1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	52.06599648	0.161	0.58834	0	Risk	0
ENSG00000106772	PRUNE2	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106799	TGFBR1	protein_coding	118	40	78	0	1	2	236	0.394648829	NA	NA	NA	0	NA	NA
ENSG00000106803	SEC61B	protein_coding	3	1	2	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106804	C5	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106829	TLE4	protein_coding	5	2	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106868	SUSD1	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	2.816950468	0.701	0.92138	0	Risk	0
ENSG00000106927	AMBP	protein_coding	4	1	3	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106952	TNFSF8	protein_coding	2	1	1	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000106976	DNM1	protein_coding	39	19	20	0	1	2	78	0.130434783	NA	NA	NA	0	NA	NA
ENSG00000106991	ENG	protein_coding	11	1	10	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107014	RLN2	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107020	PLGRKT	protein_coding	NA	NA	NA	NA	NA	NA	0	NA	-8.74759629	0.599	0.89156	0	Preventive	0
ENSG00000107099	DOCK8	protein_coding	5	4	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107164	FUBP3	protein_coding	1	1	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107175	CREB3	protein_coding	16	10	6	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107186	MPDZ	protein_coding	11	2	9	2	2	0	0	0	1.590840587	0.125	0.53526	0	Risk	0
ENSG00000107187	LHX3	protein_coding	6	4	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107223	EDF1	protein_coding	15	5	10	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107242	PIP5K1B	protein_coding	3	1	2	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107262	BAG1	protein_coding	20	8	12	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107263	RAPGEF1	protein_coding	10	5	5	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107281	NPDC1	protein_coding	11	5	6	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107295	SH3GL2	protein_coding	36	20	16	0	1	2	72	0.120401338	NA	NA	NA	0	NA	NA
ENSG00000107317	PTGDS	protein_coding	8	3	5	0	1	2	16	0.026755853	NA	NA	NA	0	NA	NA
ENSG00000107338	SHB	protein_coding	17	8	9	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107341	UBE2R2	protein_coding	4	1	3	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107371	EXOSC3	protein_coding	5	3	2	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107372	ZFAND5	protein_coding	5	5	0	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107404	DVL1	protein_coding	25	14	11	0	1	2	50	0.08361204	NA	NA	NA	0	NA	NA
ENSG00000107438	PDLIM1	protein_coding	13	10	3	0	1	2	26	0.043478261	NA	NA	NA	0	NA	NA
ENSG00000107485	GATA3	protein_coding	7	6	1	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107537	PHYH	protein_coding	6	3	3	2	1	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107554	DNMBP	protein_coding	11	6	5	0	1	2	22	0.036789298	NA	NA	NA	0	NA	NA
ENSG00000107560	RAB11FIP2	protein_coding	8	1	7	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107562	CXCL12	protein_coding	6	5	1	1	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107611	CUBN	protein_coding	5	1	4	2	2	0	0	0	NA	NA	NA	0	NA	NA
ENSG00000107614	TRDMT1	protein_coding	7	2	5	1	2	0	0	0	NA	NA	NA	0	NA	NA
